RetailCategoryName,ProductName,TransactionDate,Store Name,Scoring Type,Scoring Value,Sum of #SalesAmount,Sum of #SalesQuantity
Men's Outerwear,Mens Fleece Jacket,2015-09-26 12:00:00,San Diego,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-09-27 12:00:00,New York,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-09-28 12:00:00,Philadelphia,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-09-29 12:00:00,Santa Clara,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-10-06 12:00:00,Columbia,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-10-11 12:00:00,Costa Mesa,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-10-16 12:00:00,New York,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-10-24 12:00:00,Cincinnati,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-10-25 12:00:00,Austin,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-11-05 12:00:00,Cambridge,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-11-08 12:00:00,Los Angeles,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-11-12 12:00:00,New York,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-11-13 12:00:00,Houston,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-11-27 12:00:00,Costa Mesa,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-11-30 12:00:00,Miami,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-12-09 12:00:00,Austin,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-12-18 12:00:00,Oak Brook,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-12-25 12:00:00,Houston,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-12-26 12:00:00,Bellevue,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-12-29 12:00:00,Santa Clara,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2015-12-31 12:00:00,Costa Mesa,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-01-16 12:00:00,New York,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-01-26 12:00:00,San Diego,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-02-06 12:00:00,Columbia,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-02-12 12:00:00,New York,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-03-05 12:00:00,Austin,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-03-16 12:00:00,New York,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-04-02 12:00:00,Columbia,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-04-05 12:00:00,Austin,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-04-26 12:00:00,Bellevue,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-06-01 12:00:00,Cambridge,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-06-17 12:00:00,Tysons Corner,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-06-21 12:00:00,Cambridge,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-06-25 12:00:00,Santa Clara,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-06-29 12:00:00,Houston,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-07-02 12:00:00,Tysons Corner,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-07-08 12:00:00,Los Angeles,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-07-13 12:00:00,Seattle,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-07-22 12:00:00,Columbia,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-07-28 12:00:00,Philadelphia,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-08-17 12:00:00,Tysons Corner,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-08-22 12:00:00,Lone Tree,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-08-27 12:00:00,New York,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-09-17 12:00:00,Tysons Corner,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-09-24 12:00:00,Cincinnati,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-09-26 12:00:00,San Diego,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-10-05 12:00:00,Austin,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-10-06 12:00:00,Columbia,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-10-17 12:00:00,Atlanta,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-10-18 12:00:00,Atlantic City,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-11-05 12:00:00,Cambridge,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-11-19 12:00:00,Los Angeles,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-12-06 12:00:00,Columbia,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-12-13 12:00:00,Seattle,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-12-21 12:00:00,Tysons Corner,SalesScore,MEDIUM,319.98,2
Men's Outerwear,Mens Fleece Jacket,2016-12-29 12:00:00,Santa Clara,SalesScore,MEDIUM,319.98,2
Children's Pants,Childrens Insulated Snow Pants,2015-01-14 12:00:00,Bellevue,#OrdersScore,BAD,319.96,4
Children's Pants,Childrens Insulated Snow Pants,2015-01-14 12:00:00,Bellevue,SalesScore,BAD,319.96,4
Men's Pants,Mens Snow Pants,2015-01-01 12:00:00,Atlanta,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-01-02 12:00:00,Atlantic City,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-01-02 12:00:00,Atlantic City,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-01-06 12:00:00,Columbia,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-01-11 12:00:00,Chicago,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-01-11 12:00:00,Chicago,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-01-12 12:00:00,Cincinnati,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-01-13 12:00:00,Houston,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-01-13 12:00:00,Seattle,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-01-14 12:00:00,Oak Brook,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-01-15 12:00:00,Costa Mesa,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-01-25 12:00:00,Austin,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-01-25 12:00:00,Houston,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-01-27 12:00:00,Chicago,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-01-28 12:00:00,Cincinnati,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-01-28 12:00:00,Cincinnati,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-01-30 12:00:00,Bellevue,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-01-30 12:00:00,Bellevue,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-02-11 12:00:00,Chicago,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-02-12 12:00:00,New York,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-02-27 12:00:00,Costa Mesa,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-02-27 12:00:00,Scottsdale,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-02-28 12:00:00,Cincinnati,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-03-07 12:00:00,Chicago,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-03-07 12:00:00,San Diego,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-03-11 12:00:00,San Diego,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-03-17 12:00:00,Tysons Corner,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-03-18 12:00:00,Atlantic City,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-03-22 12:00:00,Columbia,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-03-24 12:00:00,Seattle,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-03-25 12:00:00,Houston,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-03-30 12:00:00,Bellevue,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-03-31 12:00:00,Costa Mesa,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-04-02 12:00:00,Atlantic City,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-04-10 12:00:00,Bellevue,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-04-12 12:00:00,New York,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-04-13 12:00:00,Atlanta,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-04-16 12:00:00,New York,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-04-17 12:00:00,Tysons Corner,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-04-18 12:00:00,Atlantic City,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-04-23 12:00:00,Scottsdale,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-04-24 12:00:00,Seattle,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-04-25 12:00:00,Austin,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-04-25 12:00:00,Houston,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-04-25 12:00:00,Austin,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-04-26 12:00:00,Bellevue,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-05-02 12:00:00,Tysons Corner,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-05-03 12:00:00,Lone Tree,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-05-03 12:00:00,Lone Tree,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-05-09 12:00:00,Houston,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-05-11 12:00:00,Costa Mesa,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-05-14 12:00:00,Atlantic City,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-05-14 12:00:00,Atlantic City,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-05-18 12:00:00,Oak Brook,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-05-26 12:00:00,San Diego,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-05-27 12:00:00,Costa Mesa,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-05-29 12:00:00,Atlanta,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-05-30 12:00:00,Bellevue,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-06-02 12:00:00,Tysons Corner,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-06-02 12:00:00,Tysons Corner,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-06-13 12:00:00,Atlanta,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-06-14 12:00:00,Santa Clara,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-06-16 12:00:00,New York,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-06-21 12:00:00,Austin,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-06-25 12:00:00,Santa Clara,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-06-25 12:00:00,Houston,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-06-28 12:00:00,Cincinnati,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-07-15 12:00:00,Miami,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-07-29 12:00:00,Houston,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-07-30 12:00:00,Miami,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-08-03 12:00:00,Oak Brook,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-08-07 12:00:00,Lone Tree,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-08-07 12:00:00,Lone Tree,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-08-09 12:00:00,Seattle,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-08-09 12:00:00,Seattle,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-08-11 12:00:00,Chicago,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-08-13 12:00:00,Houston,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-08-15 12:00:00,Miami,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-08-15 12:00:00,Costa Mesa,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-08-15 12:00:00,Miami,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-08-22 12:00:00,San Diego,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-08-26 12:00:00,San Diego,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-08-30 12:00:00,Atlantic City,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-09-01 12:00:00,Cambridge,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-09-13 12:00:00,Atlanta,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-09-18 12:00:00,Oak Brook,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-09-24 12:00:00,Seattle,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-09-24 12:00:00,Cincinnati,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-09-26 12:00:00,Miami,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-10-09 12:00:00,Houston,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-10-14 12:00:00,Santa Clara,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-10-16 12:00:00,New York,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-10-17 12:00:00,Cambridge,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-10-17 12:00:00,Cambridge,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-10-25 12:00:00,Austin,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-10-27 12:00:00,Costa Mesa,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-10-29 12:00:00,Oak Brook,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-10-30 12:00:00,Atlantic City,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-10-30 12:00:00,Bellevue,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-11-02 12:00:00,Columbia,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-11-03 12:00:00,Oak Brook,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-11-05 12:00:00,Cambridge,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-11-05 12:00:00,Austin,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-11-05 12:00:00,Cambridge,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-11-07 12:00:00,Chicago,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-11-09 12:00:00,Houston,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-11-11 12:00:00,San Diego,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-11-12 12:00:00,Scottsdale,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-11-13 12:00:00,Atlanta,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-11-14 12:00:00,Oak Brook,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-11-26 12:00:00,Miami,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-11-28 12:00:00,Cincinnati,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-11-29 12:00:00,Oak Brook,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-11-30 12:00:00,Miami,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-12-02 12:00:00,Philadelphia,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-12-06 12:00:00,Tysons Corner,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-12-06 12:00:00,Tysons Corner,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-12-07 12:00:00,Lone Tree,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-12-14 12:00:00,Oak Brook,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-12-14 12:00:00,Santa Clara,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-12-14 12:00:00,Oak Brook,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-12-17 12:00:00,Atlanta,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-12-22 12:00:00,Columbia,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-12-22 12:00:00,Lone Tree,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-12-26 12:00:00,Miami,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-12-26 12:00:00,San Diego,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2015-12-27 12:00:00,Costa Mesa,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-12-27 12:00:00,Scottsdale,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-12-30 12:00:00,Bellevue,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2015-12-31 12:00:00,New York,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2015-12-31 12:00:00,New York,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-01-05 12:00:00,Austin,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-01-08 12:00:00,Los Angeles,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-01-09 12:00:00,Houston,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-01-14 12:00:00,Santa Clara,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-01-17 12:00:00,Philadelphia,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-01-18 12:00:00,Atlantic City,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-01-18 12:00:00,Atlantic City,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-01-26 12:00:00,Bellevue,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-01-29 12:00:00,Santa Clara,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-02-03 12:00:00,Lone Tree,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-02-03 12:00:00,Lone Tree,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-02-06 12:00:00,Tysons Corner,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-02-09 12:00:00,Austin,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-02-11 12:00:00,San Diego,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-02-18 12:00:00,Lone Tree,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-02-21 12:00:00,Austin,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-02-23 12:00:00,Scottsdale,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-02-25 12:00:00,Houston,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-03-01 12:00:00,Cambridge,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-03-03 12:00:00,Oak Brook,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-03-14 12:00:00,Atlantic City,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-03-14 12:00:00,Santa Clara,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-03-14 12:00:00,Atlantic City,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-03-19 12:00:00,Los Angeles,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-03-21 12:00:00,Austin,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-03-21 12:00:00,Austin,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-03-22 12:00:00,Columbia,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-03-22 12:00:00,Columbia,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-03-24 12:00:00,Cincinnati,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-04-01 12:00:00,Cambridge,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-04-01 12:00:00,Cambridge,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-04-11 12:00:00,San Diego,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-04-11 12:00:00,Miami,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-04-13 12:00:00,Philadelphia,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-04-16 12:00:00,New York,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-04-26 12:00:00,Bellevue,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-05-06 12:00:00,Tysons Corner,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-05-11 12:00:00,Miami,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-05-13 12:00:00,Philadelphia,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-05-25 12:00:00,Santa Clara,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-05-26 12:00:00,San Diego,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-05-27 12:00:00,Scottsdale,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-05-29 12:00:00,Atlanta,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-05-29 12:00:00,Atlanta,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-05-31 12:00:00,Costa Mesa,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-06-05 12:00:00,Austin,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-06-09 12:00:00,Houston,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-06-14 12:00:00,Oak Brook,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-06-22 12:00:00,San Diego,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-06-24 12:00:00,Cincinnati,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-06-26 12:00:00,Miami,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-06-27 12:00:00,New York,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-06-27 12:00:00,Scottsdale,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-06-28 12:00:00,Seattle,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-07-02 12:00:00,Atlantic City,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-07-05 12:00:00,Cambridge,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-07-09 12:00:00,Austin,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-07-13 12:00:00,Seattle,#OrdersScore,BAD,299.98,2
Men's Running Shoes,Mens Sneaker,2016-07-15 12:00:00,Costa Mesa,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-07-18 12:00:00,Lone Tree,#OrdersScore,BAD,299.98,2
Women's Pants,Womens Snow Pants,2016-07-18 12:00:00,Atlantic City,#OrdersScore,BAD,299.98,2
Men's Pants,Mens Snow Pants,2016-07-22 12:00:00,San Diego,#OrdersScore,BAD,299.98,2
